Store,date,weekly_sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
1,2010-02-05,1643690.9,0,42.31,2.572,211.0963582,8.106
1,2010-02-12,1641957.44,1,38.51,2.548,211.2421698,8.106
1,2010-02-19,1611968.17,0,39.93,2.514,211.2891429,8.106
1,2010-02-26,1409727.59,0,46.63,2.561,211.3196429,8.106
1,2010-03-05,1554806.68,0,46.5,2.625,211.3501429,8.106
1,2010-03-12,1439541.59,0,57.79,2.667,211.3806429,8.106
1,2010-03-19,1472515.79,0,54.58,2.72,211.215635,8.106
1,2010-03-26,1404429.92,0,51.45,2.732,211.0180424,8.106
1,2010-04-02,1594968.28,0,62.27,2.719,210.8204499,7.808
1,2010-04-09,1545418.53,0,65.86,2.77,210.6228574,7.808
1,2010-04-16,1466058.28,0,66.32,2.808,210.4887,7.808
1,2010-04-23,1391256.12,0,64.84,2.795,210.4391228,7.808
1,2010-04-30,1425100.71,0,67.41,2.78,210.3895456,7.808
1,2010-05-07,1603955.12,0,72.55,2.835,210.3399684,7.808
1,2010-05-14,1494251.5,0,74.78,2.854,210.3374261,7.808
1,2010-05-21,1399662.07,0,76.44,2.826,210.6170934,7.808
1,2010-05-28,1432069.95,0,80.44,2.759,210.8967606,7.808
1,2010-06-04,1615524.71,0,80.69,2.705,211.1764278,7.808
1,2010-06-11,1542561.09,0,80.43,2.668,211.4560951,7.808
1,2010-06-18,1503284.06,0,84.11,2.637,211.4537719,7.808
1,2010-06-25,1422711.6,0,84.34,2.653,211.3386526,7.808
1,2010-07-02,1492418.14,0,80.91,2.669,211.2235333,7.787
1,2010-07-09,1546074.18,0,80.48,2.642,211.108414,7.787
1,2010-07-16,1448938.92,0,83.15,2.623,211.1003854,7.787
1,2010-07-23,1385065.2,0,83.36,2.608,211.2351443,7.787
1,2010-07-30,1371986.6,0,81.84,2.64,211.3699032,7.787
1,2010-08-06,1605491.78,0,87.16,2.627,211.5046621,7.787
1,2010-08-13,1508237.76,0,87.0,2.692,211.6394211,7.787
1,2010-08-20,1513080.49,0,86.65,2.664,211.6033633,7.787
1,2010-08-27,1449142.92,0,85.22,2.619,211.5673056,7.787
1,2010-09-03,1540163.53,0,81.21,2.577,211.5312479,7.787
1,2010-09-10,1507460.69,1,78.69,2.565,211.4951902,7.787
1,2010-09-17,1430378.67,0,82.11,2.582,211.5224596,7.787
1,2010-09-24,1351791.03,0,80.94,2.624,211.5972246,7.787
1,2010-10-01,1453329.5,0,71.89,2.603,211.6719895,7.838
1,2010-10-08,1508239.93,0,63.93,2.633,211.7467544,7.838
1,2010-10-15,1459409.1,0,67.18,2.72,211.8137436,7.838
1,2010-10-22,1345454.0,0,69.86,2.725,211.8612937,7.838
1,2010-10-29,1384209.22,0,69.64,2.716,211.9088438,7.838
