,Date,Actual,Predicted
0,2024-12-07,6.0,7.6207869098623595
1,2024-12-08,11.0,7.126140420812947
2,2024-12-09,5.0,8.845129006148646
3,2024-12-10,2.0,7.970775739318855
4,2024-12-11,7.0,6.76434657416726
5,2024-12-12,7.0,6.620649431066626
6,2024-12-13,8.0,6.501028202273199
7,2024-12-14,11.0,6.572086169826405
8,2024-12-15,3.0,7.143066040030098
9,2024-12-16,8.0,7.356917844882753
10,2024-12-17,7.0,7.283209339609993
11,2024-12-18,4.0,7.050118258935031
12,2024-12-19,10.0,6.36154896559718
13,2024-12-20,9.0,6.781115665249377
14,2024-12-21,15.0,6.9659570967872355
15,2024-12-22,7.0,8.138121649366735
16,2024-12-23,10.0,8.767366164481402
17,2024-12-24,7.0,8.807852170250955
18,2024-12-25,12.0,8.331662520862153
19,2024-12-26,2.0,8.76126033679858
20,2024-12-27,8.0,7.481233834388766
21,2024-12-28,8.0,7.3918120069628115
22,2024-12-29,8.0,7.3188515972531505
23,2024-12-30,9.0,8.270701971379633
24,2024-12-31,16.0,8.221339786836008
25,2025-01-01,0.0,9.310143002186193
26,2025-01-02,9.0,7.636014364674898
27,2025-01-03,7.0,7.671153261204224
28,2025-01-04,10.0,7.38563437908481
29,2025-01-05,3.0,7.626178478085077
30,2025-01-06,1.0,7.8130795095731
31,2025-01-07,3.0,6.505000982033977
32,2025-01-08,4.0,5.7549371865481875
33,2025-01-09,9.0,5.300708150236472
34,2025-01-10,5.0,5.763786906560055
35,2025-01-11,15.0,5.48435967804755
36,2025-01-12,5.0,6.864235912171874
37,2025-01-13,8.0,7.272846279768838
38,2025-01-14,8.0,7.243517826543604
39,2025-01-15,10.0,7.213271555130646
40,2025-01-16,10.0,7.493908235228091
41,2025-01-17,9.0,7.733014143141792
42,2025-01-18,4.0,7.782402140646325
43,2025-01-19,0.0,7.026202979414794
44,2025-01-20,10.0,6.756544392401652
45,2025-01-21,8.0,7.110030911877342
46,2025-01-22,7.0,7.0703208125434
47,2025-01-23,0.0,6.8812664570391515
48,2025-01-24,7.0,5.646104319154819
49,2025-01-25,3.0,5.682253433655683
50,2025-01-26,2.0,5.0783082701021245
51,2025-01-27,10.0,5.552902527606189
52,2025-01-28,9.0,6.09016911366214
53,2025-01-29,4.0,6.338459826073709
54,2025-01-30,9.0,5.781613739032923
55,2025-01-31,12.0,6.068560474463368
56,2025-02-01,11.0,6.773234495196589
57,2025-02-02,7.0,7.244164537601286
58,2025-02-03,25.0,8.192365534453227
59,2025-02-04,12.0,10.828393118264522
60,2025-02-05,24.0,10.807760272670413
61,2025-02-06,12.0,13.184148985361917
62,2025-02-07,16.0,12.662092624926697
