,Date,Actual,Predicted
0,2011-11-18,1539483.7,1.5903039e+06
1,2011-11-25,2033320.66,1.5884046e+06
2,2011-12-02,1584083.95,1.5652202e+06
3,2011-12-09,1799682.38,1.5554096e+06
4,2011-12-16,1881176.67,1.5563005e+06
5,2011-12-23,2270188.99,1.5558992e+06
6,2011-12-30,1497462.72,1.5549126e+06
7,2012-01-06,1550369.92,1.5183969e+06
8,2012-01-13,1459601.17,1.4881096e+06
9,2012-01-20,1394393.84,1.4913522e+06
10,2012-01-27,1319325.59,1.4719279e+06
11,2012-02-03,1636339.65,1.4695989e+06
12,2012-02-10,1802477.43,1.4782506e+06
13,2012-02-17,1819870.0,1.4743841e+06
14,2012-02-24,1539387.83,1.4943219e+06
15,2012-03-02,1688420.76,1.4957311e+06
16,2012-03-09,1675431.16,1.4981811e+06
17,2012-03-16,1677472.78,1.5038735e+06
18,2012-03-23,1511068.07,1.511179e+06
19,2012-03-30,1649604.63,1.526073e+06
20,2012-04-06,1899676.88,1.5795389e+06
21,2012-04-13,1621031.7,1.5806472e+06
22,2012-04-20,1521577.87,1.5885351e+06
23,2012-04-27,1468928.37,1.5994099e+06
24,2012-05-04,1684519.99,1.6038842e+06
25,2012-05-11,1611096.05,1.5961369e+06
26,2012-05-18,1595901.87,1.5869898e+06
27,2012-05-25,1555444.55,1.5807261e+06
28,2012-06-01,1624477.58,1.5765186e+06
29,2012-06-08,1697230.96,1.5662639e+06
30,2012-06-15,1630607.0,1.5537202e+06
31,2012-06-22,1527845.81,1.5426321e+06
32,2012-06-29,1540421.49,1.5347968e+06
33,2012-07-06,1769854.16,1.521495e+06
34,2012-07-13,1527014.04,1.5029295e+06
35,2012-07-20,1497954.76,1.4896174e+06
36,2012-07-27,1439123.71,1.4769831e+06
37,2012-08-03,1631135.79,1.4684901e+06
38,2012-08-10,1592409.97,1.462889e+06
39,2012-08-17,1597868.05,1.4646059e+06
40,2012-08-24,1494122.38,1.4726729e+06
41,2012-08-31,1582083.4,1.4868951e+06
42,2012-09-07,1661767.33,1.4966594e+06
43,2012-09-14,1517428.87,1.4864942e+06
44,2012-09-21,1506126.06,1.475619e+06
45,2012-09-28,1437059.26,1.4745098e+06
46,2012-10-05,1670785.97,1.4772025e+06
47,2012-10-12,1573072.81,1.4749995e+06
48,2012-10-19,1508068.77,1.4783252e+06
49,2012-10-26,1493659.74,1.4785135e+06
