,Date,Actual,Predicted
0,2011-11-18,1539483.7,1562389.0027126006
1,2011-11-25,2033320.66,1533448.4480311864
2,2011-12-02,1584083.95,1824941.4393712298
3,2011-12-09,1799682.38,1577109.7416341181
4,2011-12-16,1881176.67,1698035.069403818
5,2011-12-23,2270188.99,1770339.3244087119
6,2011-12-30,1497462.72,2072355.7608937304
7,2012-01-06,1550369.92,1603444.9428918594
8,2012-01-13,1459601.17,1611908.7401543297
9,2012-01-20,1394393.84,1552407.113828087
10,2012-01-27,1319325.59,1506770.841590417
11,2012-02-03,1636339.65,1455663.6322030826
12,2012-02-10,1802477.43,1608813.9997251197
13,2012-02-17,1819870.0,1694626.5332226718
14,2012-02-24,1539387.83,1713835.830030632
15,2012-03-02,1688420.76,1577640.3619443043
16,2012-03-09,1675431.16,1649792.3576483987
17,2012-03-16,1677472.78,1646348.9456464509
18,2012-03-23,1511068.07,1649732.6183631048
19,2012-03-30,1649604.63,1568309.1294653777
20,2012-04-06,1899676.88,1632955.4832686938
21,2012-04-13,1621031.7,1759186.4410407841
22,2012-04-20,1521577.87,1631070.4075894563
23,2012-04-27,1468928.37,1581429.714537521
24,2012-05-04,1684519.99,1550738.7936527734
25,2012-05-11,1611096.05,1649575.6043583376
26,2012-05-18,1595901.87,1616770.431070119
27,2012-05-25,1555444.55,1609075.6578858264
28,2012-06-01,1624477.58,1588785.0054125749
29,2012-06-08,1697230.96,1619492.6666828282
30,2012-06-15,1630607.0,1654536.464563661
31,2012-06-22,1527845.81,1625619.3928275777
32,2012-06-29,1540421.49,1576996.6206847278
33,2012-07-06,1769854.16,1579640.6903396267
34,2012-07-13,1527014.04,1685574.9809049747
35,2012-07-20,1497954.76,1577272.539266017
36,2012-07-27,1439123.71,1560265.2952885362
37,2012-08-03,1631135.79,1528195.5982517747
38,2012-08-10,1592409.97,1612481.0916907056
39,2012-08-17,1597868.05,1595696.7435235286
40,2012-08-24,1494122.38,1598024.2311674322
41,2012-08-31,1582083.4,1549887.3232309585
42,2012-09-07,1661767.33,1587171.660750498
43,2012-09-14,1517428.87,1623737.1010590123
44,2012-09-21,1506126.06,1559555.1052849498
45,2012-09-28,1437059.26,1551561.9715460963
46,2012-10-05,1670785.97,1516204.6567739255
47,2012-10-12,1573072.81,1619392.9783359936
48,2012-10-19,1508068.77,1577882.1963750552
49,2012-10-26,1493659.74,1547829.264844874
