,Date,Actual,Predicted
0,2011-11-18,1539483.7,1663032.7632018225
1,2011-11-25,2033320.66,1674165.8591986648
2,2011-12-02,1584083.95,1717188.7133596307
3,2011-12-09,1799682.38,1834752.3256694502
4,2011-12-16,1881176.67,1970786.0276205651
5,2011-12-23,2270188.99,1997294.6913759746
6,2011-12-30,1497462.72,1837150.4831441897
7,2012-01-06,1550369.92,1559241.9839981764
8,2012-01-13,1459601.17,1338148.0710412706
9,2012-01-20,1394393.84,1308192.710278752
10,2012-01-27,1319325.59,1452898.6253509598
11,2012-02-03,1636339.65,1634048.1413826207
12,2012-02-10,1802477.43,1721885.5430153895
13,2012-02-17,1819870.0,1694475.6405967672
14,2012-02-24,1539387.83,1622447.157981632
15,2012-03-02,1688420.76,1579350.4411893166
16,2012-03-09,1675431.16,1579644.1949955348
17,2012-03-16,1677472.78,1593337.2237535347
18,2012-03-23,1511068.07,1596465.9370598882
19,2012-03-30,1649604.63,1592763.35280229
20,2012-04-06,1899676.88,1594049.960026862
21,2012-04-13,1621031.7,1598097.6097026954
22,2012-04-20,1521577.87,1593973.3412701397
23,2012-04-27,1468928.37,1580990.9533128135
24,2012-05-04,1684519.99,1571265.5593259519
25,2012-05-11,1611096.05,1573406.836870001
26,2012-05-18,1595901.87,1582158.3060318814
27,2012-05-25,1555444.55,1588071.0121992647
28,2012-06-01,1624477.58,1591195.1702435764
29,2012-06-08,1697230.96,1597676.9758560907
30,2012-06-15,1630607.0,1604644.5381509562
31,2012-06-22,1527845.81,1597740.7308151303
32,2012-06-29,1540421.49,1568695.1079426769
33,2012-07-06,1769854.16,1530485.4270994295
34,2012-07-13,1527014.04,1507706.8625766435
35,2012-07-20,1497954.76,1511894.3467963906
36,2012-07-27,1439123.71,1532404.655514265
37,2012-08-03,1631135.79,1553308.89522784
38,2012-08-10,1592409.97,1571914.51273432
39,2012-08-17,1597868.05,1593224.4332803746
40,2012-08-24,1494122.38,1610139.2243523365
41,2012-08-31,1582083.4,1602403.9950642851
42,2012-09-07,1661767.33,1562741.4206907642
43,2012-09-14,1517428.87,1516602.9425668102
44,2012-09-21,1506126.06,1502258.6927035134
45,2012-09-28,1437059.26,1527781.8240633376
46,2012-10-05,1670785.97,1558208.369406056
47,2012-10-12,1573072.81,1555609.7520555533
48,2012-10-19,1508068.77,1527871.9934957952
49,2012-10-26,1493659.74,1523921.4310862273
